"ID","Region","Regulated Dam","Primary Purpose","Primary Type","Years Modified","Spillway","Hazard","Assessment","Height (m)","Length (km)","Volume (m3)","Year Completed","Surface (km2)","Drainage (km2)","Last Inspection Date","Inspection Frequency","Distance to Nearest City (km)","Assessment Date","Probability of Failure","Loss given failure - prop (Qm)","Loss given failure - liab (Qm)","Loss given failure - BI (Qm)"
"SOAD02037","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",10.147,0.447,48610,1962,0.11229,5.32658,2006-01-19,10,9.32,2014-06-18,0.1093,47.2,17.4,30.3
"SOAD04310","Navaldia","Yes","Flood Risk Reduction","Earth","2015H","Uncontrolled","High","Fair",10.624,0.563,68580,1968,0.06895,7.98987,2018-12-10,5,17.68,2019-11-01,0.0779,30.3,334.5,48
"SOAD07950","Navaldia","No","Irrigation","Earth","2003O","Uncontrolled","Low","Not Rated",10.621,0.373,86500,1970,0.25413,0,1970-12-10,0,67.37,2014-06-18,0.0908,300.1,17.5,38.8
"SOAD09937","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2001","Uncontrolled","Low","Not Rated",9.165,0.155,0,1964,0.01576,364.87073,1981-01-29,0,0,2014-06-18,0.0982,20.7,328.5,5.3
"SOAD11165","Flumevale","Yes","Flood Risk Reduction","Earth","2010H","Uncontrolled","High","Satisfactory",30.941,0.233,436000,1989,0.13396,5.32658,2022-05-05,1,0,2017-09-01,0.0991,36.1,423.7,63.5
"SOAD18282","Navaldia","No","Recreation","Earth","2007O","Uncontrolled","Low","Not Rated",5.788,0.142,0,1919,0.4137,0,2007-09-27,0,40.51,2014-06-18,0.075,542.1,165.3,8.4
"SOAD20139","Flumevale","Yes","Other","Earth","1998","Uncontrolled","Low","Not Rated",5.849,3.175,36609,1981,0.32308,0,2015-10-23,6,4.63,2020-08-26,0.0459,159.5,151.7,65.2
"SOAD00729","Lyndrassia","Yes","Recreation","Earth","1999","Uncontrolled","High","Satisfactory",20.311,0.193,122000,1997,0.12214,0,2020-10-08,3,1.3,2007-12-19,0.1038,24.9,617.9,6.7
"SOAD02558","Lyndrassia","No","Flood Risk Reduction","Gravity","1957","Uncontrolled","Low","Fair",12.222,0.337,84076.45,1963,0.38218,2.66329,2019-11-09,5,0,2019-11-09,0.0639,619.9,444.3,55
"SOAD04485","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",16.87,0.312,71191,1970,0.05516,7.98987,2017-12-08,5,8.32,2014-06-18,0.0774,26.4,14.9,5
"SOAD05465","Flumevale","Yes","Flood Risk Reduction","Earth","2011H","Uncontrolled","High","Satisfactory",14.805,0.3,85000,1954,0.20488,37.28606,2022-03-09,1,0,2017-09-01,0.0949,34.1,513.1,35.8
"SOAD11556","Lyndrassia","Yes","Irrigation","Earth","2005","Controlled","High","Fair",4.799,0.063,2000,1942,0.7289,13.31645,2020-10-06,5,7.72,2021-01-25,0.0627,430.5,369.4,8.6
"SOAD14683","Flumevale","Yes","Water Supply","Earth","2014","Uncontrolled","Low","Satisfactory",13.806,0.15,0,1915,0.21079,21.30632,2021-05-12,6,14.63,2022-03-23,0.0489,40.9,276.1,41.7
"SOAD10639","Flumevale","Yes","Recreation","Earth","2001","Uncontrolled","Low","Not Rated",20.788,0.197,82171,1959,0.18124,45.27593,2021-12-14,6,72,2022-08-29,0.0763,17,220.2,5.6
"SOAD00745","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",13.161,0.318,59300,1968,0.09259,5.32658,2004-03-30,0,115.86,2014-06-18,0.1152,29.5,12,29.1
"SOAD04992","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",10.015,0.333,0,1937,0,21.30632,2017-09-01,1,41.27,2023-04-28,0.1225,7.1,147.9,17.5
"SOAD09318","Lyndrassia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",11.452,0.1,0,1962,0.2561,11177.82813,1979-10-11,0,45.94,2014-06-18,0.1884,501.2,25.3,6.7
"SOAD11440","Navaldia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",13.574,0.287,70000,1977,0.26004,7.98987,2010-01-26,5,17.59,2015-01-26,0.1345,530.1,164.5,7.2
"SOAD12333","Lyndrassia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",8.504,6.833,0,1971,0.26398,2221.18386,1981-04-29,0,0,2014-06-18,0.0868,53.5,839.4,4.7
"SOAD01663","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",7.107,0,14326,1940,0,0,1990-03-28,0,77.57,2014-06-18,0.0959,33.8,11.1,33.5
"SOAD06192","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",8.18,0.923,87800,1961,0.08668,10.65316,2013-05-21,6,48.99,2014-06-18,0.065,22.6,9.6,25.1
"SOAD13278","Flumevale","Yes","Water Supply","Earth","2007H","Uncontrolled","High","Satisfactory",12.096,0.092,21000,1956,0.26398,0,2022-06-01,1,1.16,2017-09-01,0.0962,109.7,562.1,66.2
"SOAD17658","Flumevale","Yes","Water Supply","Earth","2004O;2009O","Uncontrolled","High","Satisfactory",21.022,0.212,51300,1991,0.21473,0,2021-11-02,1,3.33,2017-09-01,0.0948,22.8,163,67.2
"SOAD18843","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",3.486,2.867,0,1972,0.86877,0,1976-12-15,0,31.99,2014-06-18,0.1109,158.2,14.9,5.9
"SOAD10812","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2005","Uncontrolled","Low","Not Rated",8.724,0.05,0,1938,0,0,2007-01-29,10,158.89,2014-06-18,0.0567,12.7,105.6,6.8
"SOAD14712","Flumevale","Yes","Recreation","Earth","1975S;1984S;1995","Uncontrolled","Low","Satisfactory",10.898,0.5,37781,1937,0.22458,0,2016-05-17,6,4.79,2022-10-06,0.0234,21.3,424.3,7.6
"SOAD14904","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",6.197,0.367,33630,1965,0.08077,0,2013-09-24,5,8.24,2014-06-18,0.0832,36.5,19.9,41.7
"SOAD17242","Lyndrassia","No","Recreation","Earth","2005","Uncontrolled","High","Not Rated",11.256,0.353,0,1962,0.21473,876.22241,1978-09-20,0,1.54,2014-06-18,0.1086,38,663.7,3.1
"SOAD17558","Navaldia","No","Irrigation","Earth","2008O","Uncontrolled","Low","Not Rated",11.999,0.217,25000,1939,0,0,1982-05-12,0,125.94,2014-06-18,0.1133,30.8,13.3,3.1
"SOAD18352","Navaldia","No","Water Supply","Earth","2006S","Uncontrolled","Low","Not Rated",4.301,0.347,30003,1968,0.26595,0,1990-03-28,0,53.68,2014-06-18,0.0658,39.5,15.8,68.7
"SOAD19846","Navaldia","Yes","Flood Risk Reduction","Earth","2015H","Uncontrolled","High","Fair",8.774,0.763,56073,1971,0.19897,5.32658,2020-03-16,5,3.91,2021-03-23,0.0912,44.7,842.8,3.3
"SOAD02408","Lyndrassia","No","Recreation","Earth","2008","Uncontrolled","High","Not Rated",10.724,0.135,0,1960,0.22458,3411.67449,1979-07-10,0,11.81,2014-06-18,0.0837,34.2,380,7.5
"SOAD07686","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",9.463,0.442,60320,1965,0.10835,5.32658,2005-11-17,0,50.6,2014-06-18,0.1145,6.2,8.3,66.3
"SOAD14250","Flumevale","Yes","Other","Earth","2011M","Uncontrolled","High","Satisfactory",12.39,0.333,61000,1935,0.50629,306.27835,2021-12-01,1,0,2017-09-01,0.0865,590.2,353.8,8.2
"SOAD15438","Lyndrassia","Yes","Recreation","Earth","1996","Uncontrolled","High","Satisfactory",18.204,0.247,65000,1960,0.32505,10.65316,2021-03-16,2,3.22,2007-12-21,0.0871,162.4,394.4,5
"SOAD17883","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",17.478,0.592,195000,1982,0.10835,7.98987,2021-02-22,5,32.18,2014-06-18,0.0732,29.6,8.3,2.7
"SOAD19510","Flumevale","Yes","Irrigation","Earth","2005","Uncontrolled","High","Satisfactory",9.069,0.47,74553,1900,0.56342,7.98987,2022-05-12,1,1.63,2022-05-12,0.1019,346.6,105.8,32.3
"SOAD02726","Flumevale","Yes","Irrigation","Earth","2007","Uncontrolled","Low","Not Rated",7.063,0.15,13393,1966,0.44128,0,2020-07-14,6,38.5,2022-06-08,0.0719,314.2,80.9,40.5
"SOAD05570","Navaldia","Yes","Recreation","Earth","2010H","Uncontrolled","High","Fair",3.114,1.914,0,1956,0.42158,0,2019-12-10,5,0.31,2020-05-29,0.0651,639.2,789.3,8.7
"SOAD13778","Lyndrassia","No","Irrigation","Earth","2008","Uncontrolled","High","Not Rated",9.228,0.257,25000,1976,0.09653,1265.06275,2022-03-16,5,0,2022-10-28,0.1272,23.5,737.4,1.9
"SOAD19298","Lyndrassia","No","Other","Earth","2002","Uncontrolled","Low","Not Rated",6.793,0.058,0,1959,0.31914,300.95177,2015-09-01,0,1.69,2007-12-21,0.1105,76,388.7,6.3
"SOAD19858","Flumevale","Yes","Irrigation","Earth","2009","Uncontrolled","Significant","Fair",12.876,0.123,489,1996,0.15366,7.98987,2020-06-16,2,30.8,2020-06-16,0.1678,45.4,163.8,39.2
"SOAD00841","Flumevale","Yes","Water Supply","Earth","1997","Uncontrolled","Low","Not Rated",42.238,0.157,0,1976,0.0985,7.98987,2016-06-29,6,24.96,2015-07-14,0.0379,44.3,377.7,61.7
"SOAD03046","Lyndrassia","Yes","Irrigation","Earth","1950","Uncontrolled","Significant","Satisfactory",6.661,0.177,0,1912,0.27383,21.30632,2021-10-05,2,41.62,2021-05-06,0.1545,334,115.3,28.8
"SOAD06031","Flumevale","Yes","Water Supply","Earth","2000","Uncontrolled","Low","Satisfactory",4.393,1.667,75000,1951,0.85695,7.98987,2022-06-15,0.5,40.14,2017-09-01,0.063,347.5,13.7,36.8
"SOAD10154","Navaldia","Yes","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",16.119,0.25,94676,1930,0.19503,10.65316,2009-04-09,3,6.77,2014-06-18,0.0871,8.8,119.9,3.6
"SOAD19835","Lyndrassia","No","Fish and Wildlife Pond","Earth","1999","Uncontrolled","Low","Not Rated",8.412,0.223,20500,1966,0.07289,1265.06275,2004-06-30,0,76.54,2014-06-18,0.0637,38.7,16.2,15
"SOAD20669","Lyndrassia","Yes","Tailings","Earth","2001","Uncontrolled","High","Satisfactory",16.553,0.142,75000,1980,0.18518,2.66329,2022-07-20,3,0,2022-01-26,0.0885,8,647,6.8
"SOAD02145","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",12.578,0.333,48440,1966,0.07683,5.32658,1986-10-06,0,102.41,2014-06-18,0.0875,7.7,13,8.4
"SOAD07665","Lyndrassia","No","Flood Risk Reduction","Earth","1999","Uncontrolled","Low","Not Rated",9.344,0.213,34230,1979,0.01576,90.55186,1974-11-13,0,19.94,2014-06-18,0.0834,27.8,12.8,3.1
"SOAD09683","Navaldia","No","Recreation","Earth","2004O","Uncontrolled","Significant","Not Rated",7.074,0.19,0,1949,0.33884,18.64303,1989-03-16,0,16.38,2014-06-18,0.1348,134.6,310.4,4.5
"SOAD14549","Navaldia","No","Recreation","Earth","1983S","Uncontrolled","Significant","Not Rated",12.941,0.12,83018,1960,0.15366,90.55186,2011-03-22,5,8.45,2016-03-22,0.1032,5.1,283.3,6.1
"SOAD19831","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",8.628,0.25,17837,1941,0.16351,0,1982-12-08,0,75.27,2014-06-18,0.0974,22.9,12.8,8.6
"SOAD09804","Navaldia","No","Water Supply","Earth","1985O","Uncontrolled","Low","Not Rated",7.168,0.3,26671,1960,0,0,1990-03-27,0,46.24,2014-06-18,0.0697,10.7,5.1,58.4
"SOAD11829","Flumevale","No","Other","Earth","1979","Uncontrolled","Low","Not Rated",7.413,0.2,27300,1977,0.37824,455.42259,2015-09-02,5,23.33,2017-09-01,0.0689,134.9,332.3,7.8
"SOAD12262","Flumevale","Yes","Irrigation","Earth","2019","Uncontrolled","Low","Fair",4.812,0.042,2642,1892,0.34475,0,2015-08-06,6,17.94,2021-05-14,0.0553,77,431,24.1
"SOAD00305","Navaldia","Yes","Recreation","Earth","2009F;2009H","Uncontrolled","High","Satisfactory",4.486,0.123,0,1889,0.73087,34.62277,2020-06-24,1,0,2017-09-01,0.095,165.7,844,8.1
"SOAD14978","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","1968S","Uncontrolled","Low","Not Rated",7.464,0.175,28658,1957,0.20685,0,2009-11-18,5,49.85,2014-06-18,0.1123,35.5,23.5,7.2
"SOAD15916","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",24.088,0.388,96720,1970,0.20685,7.98987,2022-05-11,2,7.72,2022-05-11,0.1031,39.5,148.5,55.9
"SOAD00388","Flumevale","Yes","Fish and Wildlife Pond","Earth","1973S;1987S;2004S","Uncontrolled","High","Unsatisfactory",13.984,0.24,49700,1892,0.14578,29.29619,2022-05-12,1,16.22,2022-05-12,0.1442,24.2,180.3,55
"SOAD02073","Lyndrassia","Yes","Other","Earth","1995S;1999S","Uncontrolled","Low","Satisfactory",2.932,0.083,7351,1954,0,10.65316,2023-03-23,6,18.65,2021-03-31,0.0992,14.4,301.2,3.3
"SOAD08166","Navaldia","Yes","Flood Risk Reduction","Earth","2010S","Uncontrolled","Low","Not Rated",11.45,0.535,47440,1966,0.12805,5.32658,2010-08-30,5,35.38,2015-08-30,0.0831,6.2,9.3,6.5
"SOAD09753","Flumevale","Yes","Flood Risk Reduction","Earth","2020","Uncontrolled","Low","Satisfactory",14.765,0.13,40000,1940,0.24034,47.93922,2022-08-31,0.5,7.67,2017-09-01,0.077,7.7,5.4,66.6
"SOAD18754","Flumevale","Yes","Recreation","Earth","1969S;1997H;1997M;1997S","Uncontrolled","High","Satisfactory",10.755,0.787,34463,1961,0.16351,0,2022-05-12,1,0,2022-05-12,0.0882,15.8,440.8,6.7
"SOAD19086","Flumevale","Yes","Irrigation","Earth","2004","Uncontrolled","Low","Satisfactory",7.391,0.388,49819,1961,0.20488,0,2022-10-03,6,26.95,2020-08-26,0.0284,28.1,205.2,11.3
"SOAD03951","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",15.053,0.317,69000,1956,0.07092,5.32658,2009-08-24,5,162.88,2014-06-18,0.0892,36.5,9.8,3.9
"SOAD04445","Flumevale","Yes","Water Supply","Earth","2016","Uncontrolled","Significant","Satisfactory",20.698,0.13,45000,1985,0.18321,37.28606,2022-04-12,1,3.38,2017-09-01,0.1219,30.7,913.8,28
"SOAD11023","Lyndrassia","No","Irrigation","Earth","2006M","Uncontrolled","Low","Not Rated",8.917,0.312,30557,1975,0.03349,878.8857,1981-01-14,0,118.36,2014-06-18,0.1055,21.6,9.3,8.6
"SOAD12299","Lyndrassia","No","Recreation","Earth","2008O","Uncontrolled","High","Not Rated",10.439,0.058,0,1968,0.21867,841.59964,1979-08-20,0,20.56,2014-06-18,0.0941,9.8,144.8,2.9
"SOAD13724","Navaldia","No","Recreation","Earth","1985O","Uncontrolled","Low","Not Rated",11.763,0.217,23212,1979,0.18321,0,2023-05-09,0.5,35.48,2014-06-18,0.0577,38.3,7.2,3.4
"SOAD14654","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",9.971,0.3,35840,1969,0.12411,5.32658,1975-02-13,6,34.35,2014-06-18,0.0875,20.4,20.2,7.6
"SOAD15123","Navaldia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",5.087,0.227,8468,1970,0.15169,0,1988-02-23,0,151.33,2014-06-18,0.1142,36.4,18.4,36.5
"SOAD15554","Lyndrassia","Yes","Irrigation","Earth","2005","Uncontrolled","Significant","Not Rated",7.001,0.5,0,1960,0.08668,26.6329,1994-01-01,0,8.25,2014-11-17,0.1588,256.3,144.8,2.5
"SOAD00041","Flumevale","Yes","Water Supply","Earth","2002H","Uncontrolled","Low","Fair",23.062,0.258,77958,1937,0.15169,42.61264,2016-08-15,6,57.12,2022-09-15,0.0804,36.5,89.6,31.5
"SOAD05604","Lyndrassia","No","Debris Control","Earth","1936","Uncontrolled","Low","Not Rated",10.202,0.1,0,1975,0.24034,996.07046,1981-01-21,0,13.44,2014-06-18,0.1003,43.7,380.6,4.4
"SOAD13565","Lyndrassia","Yes","Recreation","Earth","1986","Uncontrolled","High","Satisfactory",14.029,0.233,110000,1966,0.12805,10.65316,2020-10-27,3,16.35,2017-10-16,0.095,44.3,200.2,9.4
"SOAD14349","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",8.909,0.428,76440,1974,0.06698,5.32658,2007-05-08,0,13.02,2014-06-18,0.1032,27.7,469.9,31.8
"SOAD20222","Navaldia","Yes","Recreation","Earth","2011O;2021O","Uncontrolled","High","Fair",9.784,0.292,44000,1955,0.22261,10.65316,2021-06-16,5,1.54,2021-10-27,0.087,26.7,734.8,8.2
"SOAD01473","Lyndrassia","No","Recreation","Gravity","1936","Uncontrolled","High","Not Rated",7.351,0.1,0,1870,0.31126,15383.16304,1979-09-05,0,0,2014-06-18,0.1004,207.6,260.2,7.9
"SOAD01923","Navaldia","Yes","Flood Risk Reduction","Earth","2005O","Uncontrolled","High","Not Rated",17.909,0.342,85609,1962,0.09062,7.98987,2017-11-27,5,0,2022-11-27,0.0757,44.9,886.6,45.9
"SOAD02285","Navaldia","Yes","Recreation","Earth","2015S","Uncontrolled","High","Fair",6.467,0.367,32200,2001,0.2364,5.32658,2022-11-07,5,0,2023-02-17,0.0818,24.4,629.4,4.7
"SOAD10156","Navaldia","Yes","Flood Risk Reduction","Earth","2010S","Uncontrolled","Low","Not Rated",11.251,0.272,47436,1977,0.10244,5.32658,2015-06-11,5,6.23,2014-06-18,0.117,10.2,10.3,3.6
"SOAD14061","Lyndrassia","Yes","Other","Earth","2017","Uncontrolled","Low","Not Rated",3.02,0.083,60160,1954,0.2167,2.66329,2009-08-04,6,18.52,2014-06-18,0.0799,13,220.3,45.9
"SOAD16768","Lyndrassia","No","Recreation","Rockfill","2003","Uncontrolled","High","Not Rated",11.09,0.04,0,1947,0.16548,3952.32236,1980-06-25,0,16.54,2014-06-18,0.1296,10.2,388.5,7.1
"SOAD00042","Navaldia","No","Recreation","Earth","2008O","Uncontrolled","Low","Not Rated",4.036,0.167,17837,1912,0,0,1972-11-29,6,16.51,2014-06-18,0.1264,26.3,8.1,6.2
"SOAD15794","Navaldia","Yes","Flood Risk Reduction","Earth","1982H;2015S","Uncontrolled","High","Fair",9.591,1.28,140000,2004,0.1773,23.96961,2019-06-27,5,0,2020-06-30,0.0744,28.9,659.1,8.2
"SOAD20581","Lyndrassia","No","Recreation","Earth","2003","Uncontrolled","High","Not Rated",8.539,0.4,0,1905,0.26595,2436.91035,1979-08-07,0,9.99,2014-06-18,0.0792,257.5,107.2,7
"SOAD00433","Lyndrassia","No","Irrigation","Earth","2018F","Controlled","Low","Not Available",7.459,0.197,0,1958,0,0,1979-05-21,0,56.25,2014-06-18,0.1006,7.8,205.4,21.3
"SOAD02190","Navaldia","Yes","Water Supply","Earth","2009O","Controlled","High","Satisfactory",20.27,0.077,50610,1880,0.12805,39.94935,2020-09-25,1,0,2017-09-01,0.0985,45.3,639.5,40.2
"SOAD02276","Navaldia","No","Other","Earth","2007O","Uncontrolled","Low","Not Rated",5.571,0,0,1966,0.4334,21.30632,1988-07-21,0,33.45,2014-06-18,0.1006,558.7,9.5,8.2
"SOAD04730","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",13.608,0.102,26670,1987,0.1182,7.98987,1996-07-19,0,41.75,2014-06-18,0.1091,40.8,15.8,8.9
"SOAD04767","Navaldia","No","Recreation","Earth","1989S","Uncontrolled","Low","Not Rated",18.649,0.233,0,1986,0,18.64303,2009-06-22,2,49.46,2014-06-18,0.1246,20.5,18.2,9.5
"SOAD11327","Lyndrassia","Yes","Recreation","Earth","2000","Uncontrolled","High","Satisfactory",15.185,0.267,104500,2013,0.26201,5.32658,2020-04-15,3,5.58,2017-06-27,0.0871,550.1,405.6,4.8
"SOAD11878","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth","2003O","Uncontrolled","Low","Not Rated",10.567,0.317,18920,1979,0.09456,0,2009-03-16,3,77.63,2014-06-18,0.1019,25.6,11.4,39
"SOAD13792","Lyndrassia","Yes","Recreation","Earth","1987","Controlled","High","Unsatisfactory",12.905,0.209,18828,2006,0.14972,7.98987,2019-10-16,3,4.7,2016-01-08,0.1542,13.4,792.8,5.1
"SOAD04786","Flumevale","Yes","Hydroelectric","Masonry","2019","Uncontrolled","High","Satisfactory",9.168,0.808,30000,1907,22.30434,186.4303,2022-10-04,1,10.84,2023-09-29,0.084,536.3,272.8,76.7
"SOAD05886","Navaldia","No","Water Supply","Earth","2006S","Uncontrolled","Low","Not Rated",5.766,0.342,20789,1964,0.2364,0,1985-11-07,0,139.71,2014-06-18,0.1026,19.6,6.7,34.7
"SOAD09438","Lyndrassia","Yes","Irrigation","Earth","2006","Uncontrolled","Significant","Not Rated",7.878,0.14,0,1899,0.34672,7.98987,2003-09-25,0,21.3,2014-06-18,0.1247,119,418.3,25.5
"SOAD17808","Lyndrassia","No","Other","Earth","2017","Uncontrolled","Low","Not Rated",5.461,1.16,0,1965,0.46689,399.4935,1978-09-08,0,23.72,2014-06-18,0.0832,714.3,304.4,3.1
"SOAD18450","Navaldia","Yes","Flood Risk Reduction","Earth","1975H;2017S","Uncontrolled","Low","Not Rated",8.911,0.34,28650,1966,0.05516,5.32658,2011-05-04,10,53.79,2016-05-04,0.0826,6.9,16.3,39.9
"SOAD00965","Navaldia","Yes","Flood Risk Reduction","Earth","2014S","Uncontrolled","High","Satisfactory",8.072,0.169,40000,1960,0.10244,5.32658,2020-11-05,1,0,2017-09-01,0.0995,23.7,924.2,9.4
"SOAD06494","Lyndrassia","No","Irrigation","Earth","1981O","Uncontrolled","Low","Not Rated",11.281,0.117,0,1969,0.21079,1616.61703,1979-06-28,0,0,2014-06-18,0.0758,24.2,575.5,5
"SOAD10634","Navaldia","Yes","Recreation","Earth","2007H","Uncontrolled","High","Satisfactory",2.837,0.133,17487,1957,0.70132,13.31645,2020-10-15,1,0,2017-09-01,0.0731,231.8,479.6,8.2
"SOAD17156","Navaldia","No","Recreation","Earth","1989O","Uncontrolled","Significant","Not Rated",8.664,0.155,0,1938,0.21079,10.65316,2009-03-04,3,13.15,2014-06-18,0.1489,29.3,427.6,5.7
"SOAD04353","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",20.957,0.425,99350,1962,0.08077,7.98987,2003-04-03,0,58.44,2014-06-18,0.0736,11.2,10.2,4.2
"SOAD05528","Flumevale","Yes","Irrigation","Earth","1994","Uncontrolled","Significant","Unsatisfactory",21.202,0.06,17314,1964,0.15563,85.22528,2021-10-11,2,27.24,2021-10-11,0.1765,38.4,286.9,20.3
"SOAD11812","Navaldia","No","Water Supply","Earth","1985O","Uncontrolled","Low","Not Rated",5.747,0.34,23860,1963,0.22064,0,1975-07-09,0,39.31,2014-06-18,0.0659,19,8.7,48.8
"SOAD14528","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","2000","Uncontrolled","Significant","Fair",10.12,0.167,81855,1904,0.18321,0,2022-08-01,2,6.45,2022-08-01,0.1244,30.2,208.7,8.1
"SOAD16217","Navaldia","No","Irrigation","Earth","1975O","Uncontrolled","Low","Not Rated",5.632,0.283,15707,1963,0,0,1984-10-15,0,41.82,2014-06-18,0.1138,35.5,17.9,37.1
"SOAD17627","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",11.959,0.422,64360,1967,0.0788,5.32658,1979-01-16,0,39.26,2014-06-18,0.0967,42.9,13,19.8
"SOAD18415","Flumevale","Yes","Water Supply","Earth","2002H;2002S","Uncontrolled","Low","Satisfactory",38.481,0.247,331000,1954,0.1182,5.32658,2022-09-01,0.5,1.53,2017-09-01,0.0529,40.6,16.7,70.6
"SOAD01116","Flumevale","Yes","Irrigation","Earth","1963S;2003H;2003S","Uncontrolled","High","Satisfactory",7.919,0.358,112000,1908,0.27777,15.97974,2022-04-20,1,4.63,2022-04-20,0.0942,444.6,802.5,9.1
"SOAD01158","Navaldia","Yes","Flood Risk Reduction","Earth","2002S","Uncontrolled","High","Fair",19.415,0.383,112990,1972,0.08865,7.98987,2021-10-20,5,0,2022-03-17,0.081,21.4,639.6,31.5
"SOAD04007","Navaldia","Yes","Flood Risk Reduction","Earth","2006O","Uncontrolled","Low","Not Rated",6.649,0.435,41240,1977,0.11426,5.32658,2007-06-12,0,81.11,2014-06-18,0.0665,26.4,15.6,8.6
"SOAD06110","Navaldia","Yes","Water Supply","Buttress","2006S","Uncontrolled","Low","Not Rated",5.034,0.117,14400,1902,0.2561,0,1979-08-09,2,60.69,2014-06-18,0.1199,555.5,19.6,27.8
"SOAD11202","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth","1995S;1999S","Uncontrolled","Low","Not Rated",6.91,0.333,22236,1974,0.04531,7.98987,2008-05-28,0,115.49,2014-06-18,0.0562,21.5,184.1,7
"SOAD16858","Navaldia","No","Irrigation","Gravity","1800O","Uncontrolled","Low","Not Rated",3.444,0.072,0,1918,0,0,1976-05-28,0,4.86,2014-06-18,0.0916,9.2,558.9,8.8
"SOAD17467","Flumevale","Yes","Water Supply","Earth","2002H;2002S","Uncontrolled","Low","Satisfactory",7.61,0.115,15343,1923,0.394,34.62277,2022-06-22,0.5,31.73,2017-09-01,0.0651,290,12.1,63.6
